RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
"Memphis, TN_B25091_022E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households without a mortgage paying more than 50 percent,3887,B25091_022E,HD01_VD22,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_002E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households with a mortgage,95097,B25091_002E,HD01_VD02,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_011E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households with a mortgage paying more than 50 percent,17491,B25091_011E,HD01_VD11,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_017E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households without a mortgage paying 20 to 24.9 percent,3591,B25091_017E,HD01_VD17,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E)_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Percent of homeowner households paying unaffordable housing costs,28,Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E),Calculation: (HD01_VD09+HD01_VD10+HD01_VD11+HD01_VD20+HD01_VD21+HD01_VD22)/(HD01_VD01-HD01_VD23-HD01_VD12),B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_006E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households with a mortgage paying 20 to 24.9 percent,15709,B25091_006E,HD01_VD06,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_008E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households with a mortgage paying 30 to 34.9 percent,8365,B25091_008E,HD01_VD08,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_001E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Total homeowner households,133321,B25091_001E,HD01_VD01,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_016E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households without a mortgage paying 15 to 19.9 percent,4666,B25091_016E,HD01_VD16,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_018E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households without a mortgage paying 25 to 29.9 percent,1546,B25091_018E,HD01_VD18,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_004E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households with a mortgage paying 10 to 14.9 percent,9724,B25091_004E,HD01_VD04,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_021E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households without a mortgage paying 40 to 49.9 percent,1637,B25091_021E,HD01_VD21,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_023E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households without a mortgage not computed,513,B25091_023E,HD01_VD23,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_013E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households without a mortgage,38224,B25091_013E,HD01_VD13,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_012E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households with a mortgage not computed,606,B25091_012E,HD01_VD12,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Memphis, TN_B25091_007E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Homeowner households with a mortgage paying 25 to 29.9 percent,11256,B25091_007E,HD01_VD07,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_009E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying 35 to 39.9 percent,5575,B25091_009E,HD01_VD09,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_010E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying 40 to 49.9 percent,7421,B25091_010E,HD01_VD10,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_003E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying less than 10 percent,4480,B25091_003E,HD01_VD03,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_019E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying 30 to 34.9 percent,1236,B25091_019E,HD01_VD19,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_014E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying less than 10 percent,16684,B25091_014E,HD01_VD14,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_015E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying 10 to 14.9 percent,8598,B25091_015E,HD01_VD15,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_020E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying 35 to 39.9 percent,583,B25091_020E,HD01_VD20,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_005E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying 15 to 19.9 percent,21921,B25091_005E,HD01_VD05,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_022E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying more than 50 percent,1458,B25091_022E,HD01_VD22,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_002E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage,105438,B25091_002E,HD01_VD02,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_011E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying more than 50 percent,12935,B25091_011E,HD01_VD11,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_017E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying 20 to 24.9 percent,2686,B25091_017E,HD01_VD17,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E)_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Percent of homeowner households paying unaffordable housing costs,20,Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E),Calculation: (HD01_VD09+HD01_VD10+HD01_VD11+HD01_VD20+HD01_VD21+HD01_VD22)/(HD01_VD01-HD01_VD23-HD01_VD12),B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_006E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying 20 to 24.9 percent,16419,B25091_006E,HD01_VD06,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_008E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying 30 to 34.9 percent,11142,B25091_008E,HD01_VD08,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_001E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Total homeowner households,144496,B25091_001E,HD01_VD01,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_016E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying 15 to 19.9 percent,4858,B25091_016E,HD01_VD16,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_018E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying 25 to 29.9 percent,1570,B25091_018E,HD01_VD18,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_004E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying 10 to 14.9 percent,12115,B25091_004E,HD01_VD04,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_021E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage paying 40 to 49.9 percent,969,B25091_021E,HD01_VD21,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_023E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage not computed,416,B25091_023E,HD01_VD23,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_013E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households without a mortgage,39058,B25091_013E,HD01_VD13,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_012E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage not computed,195,B25091_012E,HD01_VD12,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Nashville, TN_B25091_007E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Homeowner households with a mortgage paying 25 to 29.9 percent,13235,B25091_007E,HD01_VD07,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_009E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying 35 to 39.9 percent,2402,B25091_009E,HD01_VD09,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_010E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying 40 to 49.9 percent,3736,B25091_010E,HD01_VD10,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_003E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying less than 10 percent,1361,B25091_003E,HD01_VD03,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_019E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying 30 to 34.9 percent,839,B25091_019E,HD01_VD19,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_014E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying less than 10 percent,5045,B25091_014E,HD01_VD14,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_015E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying 10 to 14.9 percent,2926,B25091_015E,HD01_VD15,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_020E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying 35 to 39.9 percent,528,B25091_020E,HD01_VD20,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_005E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying 15 to 19.9 percent,2685,B25091_005E,HD01_VD05,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_022E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying more than 50 percent,4660,B25091_022E,HD01_VD22,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_002E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage,32255,B25091_002E,HD01_VD02,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_011E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying more than 50 percent,11994,B25091_011E,HD01_VD11,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_017E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying 20 to 24.9 percent,1674,B25091_017E,HD01_VD17,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E)_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Percent of homeowner households paying unaffordable housing costs,47,Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E),Calculation: (HD01_VD09+HD01_VD10+HD01_VD11+HD01_VD20+HD01_VD21+HD01_VD22)/(HD01_VD01-HD01_VD23-HD01_VD12),B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_006E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying 20 to 24.9 percent,3693,B25091_006E,HD01_VD06,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_008E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying 30 to 34.9 percent,2148,B25091_008E,HD01_VD08,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_001E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Total homeowner households,53275,B25091_001E,HD01_VD01,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_016E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying 15 to 19.9 percent,1981,B25091_016E,HD01_VD16,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_018E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying 25 to 29.9 percent,1778,B25091_018E,HD01_VD18,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_004E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying 10 to 14.9 percent,1306,B25091_004E,HD01_VD04,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_021E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage paying 40 to 49.9 percent,1525,B25091_021E,HD01_VD21,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_023E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage not computed,64,B25091_023E,HD01_VD23,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_013E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households without a mortgage,21020,B25091_013E,HD01_VD13,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_012E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage not computed,560,B25091_012E,HD01_VD12,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Miami, FL_B25091_007E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Homeowner households with a mortgage paying 25 to 29.9 percent,2370,B25091_007E,HD01_VD07,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_009E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying 35 to 39.9 percent,3328,B25091_009E,HD01_VD09,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_010E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying 40 to 49.9 percent,5547,B25091_010E,HD01_VD10,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_003E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying less than 10 percent,2441,B25091_003E,HD01_VD03,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_019E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying 30 to 34.9 percent,705,B25091_019E,HD01_VD19,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_014E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying less than 10 percent,7467,B25091_014E,HD01_VD14,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_015E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying 10 to 14.9 percent,4597,B25091_015E,HD01_VD15,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_020E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying 35 to 39.9 percent,918,B25091_020E,HD01_VD20,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_005E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying 15 to 19.9 percent,8611,B25091_005E,HD01_VD05,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_022E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying more than 50 percent,1291,B25091_022E,HD01_VD22,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_002E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage,53681,B25091_002E,HD01_VD02,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_011E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying more than 50 percent,10900,B25091_011E,HD01_VD11,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_017E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying 20 to 24.9 percent,1754,B25091_017E,HD01_VD17,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E)_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Percent of homeowner households paying unaffordable housing costs,31,Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E),Calculation: (HD01_VD09+HD01_VD10+HD01_VD11+HD01_VD20+HD01_VD21+HD01_VD22)/(HD01_VD01-HD01_VD23-HD01_VD12),B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_006E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying 20 to 24.9 percent,6427,B25091_006E,HD01_VD06,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_008E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying 30 to 34.9 percent,4716,B25091_008E,HD01_VD08,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_016E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying 15 to 19.9 percent,2563,B25091_016E,HD01_VD16,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_018E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying 25 to 29.9 percent,1088,B25091_018E,HD01_VD18,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_004E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying 10 to 14.9 percent,5587,B25091_004E,HD01_VD04,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_021E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage paying 40 to 49.9 percent,957,B25091_021E,HD01_VD21,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_023E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage not computed,387,B25091_023E,HD01_VD23,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_013E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households without a mortgage,21727,B25091_013E,HD01_VD13,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_012E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage not computed,616,B25091_012E,HD01_VD12,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
Tampa. FL_B25091_007E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Homeowner households with a mortgage paying 25 to 29.9 percent,5508,B25091_007E,HD01_VD07,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_009E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage paying 35 to 39.9 percent,6076,B25091_009E,HD01_VD09,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_010E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage paying 40 to 49.9 percent,5040,B25091_010E,HD01_VD10,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_003E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage paying less than 10 percent,3592,B25091_003E,HD01_VD03,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_019E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households without a mortgage paying 30 to 34.9 percent,485,B25091_019E,HD01_VD19,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_014E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households without a mortgage paying less than 10 percent,6813,B25091_014E,HD01_VD14,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_015E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households without a mortgage paying 10 to 14.9 percent,3345,B25091_015E,HD01_VD15,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_020E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households without a mortgage paying 35 to 39.9 percent,309,B25091_020E,HD01_VD20,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_005E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage paying 15 to 19.9 percent,9280,B25091_005E,HD01_VD05,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_022E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households without a mortgage paying more than 50 percent,1473,B25091_022E,HD01_VD22,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_002E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage,67434,B25091_002E,HD01_VD02,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_011E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage paying more than 50 percent,10775,B25091_011E,HD01_VD11,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_017E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households without a mortgage paying 20 to 24.9 percent,2019,B25091_017E,HD01_VD17,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Louisville, KY_B25091_022E_2008",01/01/2008 12:00:00 AM,2008,"Louisville, KY",Homeowner households without a mortgage paying more than 50 percent,2061,B25091_022E,HD01_VD22,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E)_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Percent of homeowner households paying unaffordable housing costs,29,Calculation: (B25091_009E+B25091_010E+B25091_011E+B25091_020E+B25091_021E+B25091_022E)/(B25091_001E-B25091_023E-B25091_012E),Calculation: (HD01_VD09+HD01_VD10+HD01_VD11+HD01_VD20+HD01_VD21+HD01_VD22)/(HD01_VD01-HD01_VD23-HD01_VD12),B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_006E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage paying 20 to 24.9 percent,10497,B25091_006E,HD01_VD06,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_008E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households with a mortgage paying 30 to 34.9 percent,6083,B25091_008E,HD01_VD08,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_001E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Total homeowner households,86414,B25091_001E,HD01_VD01,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
"Atlanta, GA_B25091_016E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Homeowner households without a mortgage paying 15 to 19.9 percent,2063,B25091_016E,HD01_VD16,B25091: Mortgage status by selected monthly owner costs as a percentage of household income in the past 12 months
